tier,edit_type,edit_detail,ratio,word_a,freq_a,example_a,word_b,freq_b,example_b,decision,preferred_form,notes
auto,substitution,w/p,15.3,yapo,92,Nyumba yapo yeka kavui na moda,yawo,6,Kila wandu weko na mizango yawo winugha,,,
review,substitution,a/e,1.1,rako,52,Kusesighe ndodo rako rifo,reko,46,Tanu mburi reko hao.,,,
review,substitution,k/p,2.0,chako,33,Kuseliwe kuduka kiisanduku chako cha vindo va nadime,chapo,65,Charo chapo chedeka kilacha na chechokesha,,,
review,substitution,t/j,1.4,aja,40,Neshomea skulu aja____,ata,58,"Ghenda ata kwake,oka andenyi nyumbeni",,,
review,substitution,k/w,1.3,kose,43,Teknologia yarahisisha mawasiiano kose wurumwengunyi,wose,55,Wusafiri ghwa wandu wose ni chia ipoiye yesafiri,,,
review,substitution,n/v,3.5,neka,76,Neka kula umweri maghana ghake masanu.,veka,22,Ivi vindo veka na harufu ipoie.,,,
review,substitution,k/p,1.4,ghwake,58,Kila jamii yeko na wutamaduni ghwake,ghwape,40,Nakotia wupe huwo kwachepata wujumbe ghwape kudumilo ni mundu wako kwa deiliane kwamba ukakuneka ghunivikiyagha kwa wuvui.,,,
review,substitution,e/o,1.2,w'ape,53,Warighita w'akongo w'ape na lukundo lubaa.,w'apo,45,Awa w'ose ni w'akinyumba w'apo,,,
auto,indel,u,31.3,ichi,94,Nalomba kunitesie na chaghu ichi,uichi,3,Na jhingi kwaw'onie Mzungu uichi Kidaw'ida?,,,
auto,indel,i,11.1,ikesho,8,Matuku ghose nawebonya mazoezi ikesho,kesho,89,Ndodo rako radima kuka wuloli ghwa kesho,,,
review,indel,n,5.9,iro,83,Nichaamumanyisha iro maza.,niro,14,Aha dalima sukuma na tindi niro niwonagha rawebonya nicha zaidi aha dawida.,,,
review,substitution,y/w,1.4,wape,40,Mkeku wawamnosa mwana wape.,yape,57,Walaghasha ndagha yape,,,
review,substitution,g/c,1.9,choka,63,Lolia m'mbenyu marina gha choka dighimanye.,ghoka,34,Mdi ghoka na malemba malazi.,,,
auto,indel,p,31.0,miaka,93,Karne ni miaka ighana jimweri,mipaka,3,Sena yazerekana angu mipaka ya idana ya kaunti si ya hachi ingi.,,,
review,indel,u,2.4,muzi,28,Muzi ghononwa.,mzi,68,Mzi ughu ghoko na skulu nyinyi,,,
review,indel,y,1.0,eko,47,Ihii kalamu eko na wino ghupoie.,yeko,49,Bahari yeko na mawimbi ghipoiye,,,
review,indel,v,1.2,w'ai,53,W'ai w'adadu w'aghenda mbuw'enyi kuw'waya mbogha,w'avi,43,"W'ana w'esighwa w'akiw'a, ndew'ine w'avi w'awo",,,
review,substitution,a/i,5.4,wako,81,Kunda jirani wako seji kujikunde,wiko,15,Awo wose wiko moyo.,,,
auto,substitution,m/r,31.0,madima,3,Madima gha mburi ghesinga,radima,93,Ndodo rako radima kuka loli,,,
review,indel,v,6.9,iro,83,Nichaamumanyisha iro maza.,viro,12,Mchakuw'ida viro.,,,
review,substitution,i/o,1.2,maghi,52,Maghi ana ghachika.,magho,43,Nyumba ya magho.,,,
auto,substitution,r/z,30.7,mara,3,W'andu w'anekwa kumara-mara ichia na ichia.,maza,92,Ini ni mshomi wa maza ra sayansi,,,
review,substitution,p/j,1.4,aja,40,Neshomea skulu aja____,apa,55,Dikaghenda hotelinyi na apa.,,,
review,substitution,r/y,1.1,reko,46,Tanu mburi reko hao.,yeko,49,Bahari yeko na mawimbi ghipoiye,,,
auto,substitution,m/k,18.0,kavui,90,Nyumba yapo yeka kavui na moda,mavui,5,Maisha ni mavui dighitumie nicha.,,,
review,substitution,a/o,1.1,yeka,46,Nyumba yapo yeka kavui na moda,yeko,49,Bahari yeko na mawimbi ghipoiye,,,
review,substitution,d/r,1.4,kudeda,39,Wa'mbenyi wadapoilwa ni kudeda.,kureda,56,Kazi ipoiye yadima kureda mafanikio,,,
auto,substitution,m/j,22.8,jingi,91,Lukundo lwa loli jingi ndelufue,mingi,4,W'ana ndew'ikaiaa miaka mingi skulu.,,,
review,substitution,k/r,1.0,kimu,47,Kimu cha vifurute.,rimu,48,Ndoria rimu reoma,,,
review,indel,i,6.2,wakio,13,Ambango udawangw wakio,wako,81,Kunda jirani wako seji kujikunde,,,
review,substitution,e/o,1.5,andenyi,56,Ishima ni suti andenyi ya mahusiano,andonyi,38,Diwose diwuya andonyi terinyi.,,,
review,substitution,o/a,1.3,deka,53,Deka na nafasi imweri tu yeishi,deko,41,Deko na bahati kuka na afya ipoiye,,,
review,substitution,g/j,8.4,ghapo,84,Sikira nicha madongozo ghapo,jhapo,10,Irumirio jhapo ini ni Mkristo,,,
review,substitution,r/t,6.2,bahari,81,Bahari yeko na mawimbi ghipoiye,bahati,13,Deko na bahati kuka na afya ipoiye,,,
review,substitution,k/m,1.2,koni,43,Seji koni mboi riangagha.,moni,51,Mndu uamue moni ichi uchaja.,,,
review,substitution,n/u,4.2,neka,76,Neka kula umweri maghana ghake masanu.,ueka,18,Nadamuobua mlungu ueka.,,,
review,indel,r,1.0,eko,47,Ihii kalamu eko na wino ghupoie.,reko,46,Tanu mburi reko hao.,,,
review,indel,a,1.3,makongo,41,Wadihoresha makongo.,mkongo,52,Ukakakongoma kumanye waw'uya mkongo.,,,
review,indel,',1.3,w'ape,53,Warighita w'akongo w'ape na lukundo lubaa.,wape,40,Mkeku wawamnosa mwana wape.,,,
review,indel,i,4.5,neka,76,Neka kula umweri maghana ghake masanu.,nieka,17,Naw'aenda idukeni nieka,,,
auto,indel,a,30.0,kaavui,3,Idana soghodenyi sena kaavui.,kavui,90,Nyumba yapo yeka kavui na moda,,,
review,substitution,v/y,2.6,vake,26,Vuo vake verashuka,yake,67,Kila mndu woko na miri na asili yake,,,
auto,substitution,p/w,10.6,rapo,85,Nguwo rapo rachafuka,rawo,8,Wandu wamu wadakaiya nyumbenyi rawo eri kuepuka hali rizamie ra hewa,,,
review,substitution,a/i,1.1,w'aw'a,49,W'aw'a walale mana?,w'aw'i,44,W'ana w'aw'i,,,
review,substitution,w/k,6.8,wako,81,Kunda jirani wako seji kujikunde,wawo,12,Waka wawo.,,,
auto,indel,w,22.0,oko,88,Mlungu oko moyo.,woko,4,Kila mndu woko na miri na asili yake,,,
review,indel,y,1.2,aw'o,42,Na aw'o w'inughagha bea ra mumbi ndew'idimagha kumrira Mlungu.,yaw'o,50,Kusughuse mighongo yaw'o.,,,
review,indel,j,2.7,imweri,67,Isi ni familia imweri,jimweri,25,Karne ni miaka ighana jimweri,,,
auto,indel,m,12.1,w'oi,7,Wabonya kazi W'oi.,w'omi,85,W'omi moko na ndighi.,,,
review,substitution,k/n,1.3,kio,40,Kio ichi chose kuendaa hao?,nio,52,Aho nio dawona yawaumiza wandu zaidi.,,,
review,substitution,v/r,2.5,rake,66,Mbenge rake rachikanya.,vake,26,Vuo vake verashuka,,,
review,substitution,a/o,2.5,charo,66,Charo chapo chedeka kilacha na chechokesha,choro,26,Ichi choro chawuduka mwachiwonieghe wele?,,,
review,substitution,r/w,3.6,iri,72,Ola kurighore maza iri.,iwi,20,Nichamshana mao shilingi mirongo iwi.,,,
review,indel,',2.8,w'undu,67,Narumaghia masholio kwa w'undu ghwako.,wundu,24,Mdamu oko na wundu miki ghukurie shuu.,,,
auto,substitution,p/r,12.0,ghapo,84,Sikira nicha madongozo ghapo,gharo,7,Mdi ghwadamanyika kwa matunda gharo.,,,
review,substitution,e/o,2.2,cheka,28,Kula kilambo cheka aho.,choka,63,Lolia m'mbenyu marina gha choka dighimanye.,,,
review,substitution,j/v,1.1,japo,47,Irina Japo ni Mwamburi,vapo,44,Mbori raaw'uya vindo vapo.,,,
auto,indel,h,10.2,huw'u,82,Hata niseendajoka Dawida huw'u.,uw'u,8,Ado nikii uw'u kwaw'esekia huw'u?,,,
review,indel,',2.6,w'aenda,25,W'andu mzinyi w'aenda varo vilacha kudaya machi.,waenda,65,Wele mayo waenda hao namulola nikamsowa idime.,,,
review,substitution,c/g,4.6,chiboie,16,Kiswahili ni kiteto chiboie.,ghiboie,74,Mrighiti wafunya maghesho ghiboie.,,,
review,substitution,j/w,3.1,jadima,22,Iji itunda jadima kujighwa kwa mda ghose.,wadima,68,"Kusakeobua, wadima kukaia moyo.",,,
review,substitution,d/y,1.2,deko,41,Deko na bahati kuka na afya ipoiye,yeko,49,Bahari yeko na mawimbi ghipoiye,,,
review,substitution,l/j,2.6,jeka,25,Iji igare jeka na injini ibaa.,leka,65,Leka w'iniloghe.,,,
review,substitution,j/g,5.0,ghake,75,Ndoe yafunya mavalo ghake.,jhake,15,Ishati jhake ni jha misharia,,,
review,substitution,a/e,9.0,wako,81,Kunda jirani wako seji kujikunde,weko,9,Weko Wadawida walazi wiko shighadi ya Dawida,,,
review,substitution,k/s,5.4,koko,76,Kunoneka koko aghadi.,soko,14,Boboro ya soko ni vindo vineka mundu ndighi.,,,
review,substitution,u/i,4.6,ghiboie,74,Mrighiti wafunya maghesho ghiboie.,ghuboie,16,Ihi bahari eko na mvuto ghuboie.,,,
auto,indel,l,10.1,lwako,8,Lukaso lwako,wako,81,Kunda jirani wako seji kujikunde,,,
auto,indel,b,13.8,mapema,6,Iduka jha vilole jharughwa mapema,mapemba,83,Mapemba ghaw'urwa.,,,
review,indel,w,1.5,nao,53,Nao jesu ukawizera wanughi wake.,nwao,36,Osirishwa ndighi ni w'abonyi biashara wimnekagha magome nwao nyuma yaro w'ekunda w'ibonyero ichi na chija.,,,
auto,indel,e,13.8,nde,6,Mkapo wapo woghenda kwa nde.,ndee,83,Ghuw'ikilo ni ndee.,,,
review,substitution,w/n,2.7,naenda,24,Naenda mbuwenyi,waenda,65,Wele mayo waenda hao namulola nikamsowa idime.,,,
review,substitution,y/k,1.1,kose,43,Teknologia yarahisisha mawasiiano kose wurumwengunyi,yose,46,Odaika chofi yose.,,,
auto,substitution,o/i,21.2,chai,85,Chai chapo wele chaenda hao chikoghe anyaa.,chao,4,Chao ichi cheko na malagho ghipoie.,,,
review,substitution,d/w,1.5,wada,53,Da dibonyaa wada.,wawa,36,Neenda roghua wawa wapo nikamdwaia mbogha.,,,
review,substitution,u/i,3.5,isi,69,Isi ni raiya wa dunia ihi,isu,20,Ukajikoja isu jake.,,,
review,substitution,s/w,3.5,isi,69,Isi ni raiya wa dunia ihi,iwi,20,Nichamshana mao shilingi mirongo iwi.,,,
review,indel,',3.0,huw'o,66,Kwaki waweadeda huw'o?,huwo,22,Nakotia wupe huwo kwachepata wujumbe ghwape kudumilo ni mundu wako kwa deiliane kwamba ukakuneka ghunivikiyagha kwa wuvui.,,,
review,indel,d,1.1,deko,41,Deko na bahati kuka na afya ipoiye,eko,47,Ihii kalamu eko na wino ghupoie.,,,
auto,indel,m,10.0,daw'ida,80,Makanisa gha Daw'ida gheka pacha,mdaw'ida,8,Ini ne Mdaw'ida tiki,,,
review,substitution,a/e,2.7,ndekuna,24,Ndekuna anduangi kupoiye sa mzinyi,ndekune,64,Ndekune bahati.,,,
auto,substitution,k/r,11.6,wako,81,Kunda jirani wako seji kujikunde,waro,7,Pusi otoroka mndu waro.,,,
review,substitution,v/w,3.4,vadima,20,Vichuku vadima kureda maghaluso ghiboie.,wadima,68,"Kusakeobua, wadima kukaia moyo.",,,
review,substitution,n/y,1.3,neko,39,Neko na kutatizika kwa kujifundisha lugha mbishi,yeko,49,Bahari yeko na mawimbi ghipoiye,,,
auto,substitution,k/m,21.0,kwaka,4,Kwaki kwaka na machu,mwaka,84,Mwaka mbishi ni nafasi yezoya wuwishi,,,
auto,substitution,i/u,13.7,lima,6,Wandu irandadu waenda lima mbuwa,luma,82,Luma lwa nakesho ukawuka na kulomba.,,,
review,substitution,p/b,5.3,ghiboie,74,Mrighiti wafunya maghesho ghiboie.,ghipoie,14,Iihi skulu yaka na mafundisho ghipoie.,,,
review,substitution,e/a,5.3,vadu,74,Kuseliwe kurwa vadu va wusalama,vedu,14,Vadu vedu valaghaya.,,,
auto,indel,g,13.5,ugho,81,Ugho ni w'ukelu.,uho,6,Ni'ini narughua uho mnyango.,,,
review,indel,r,2.3,choo,61,Choo mzinyi.,choro,26,Ichi choro chawuduka mwachiwonieghe wele?,,,
auto,indel,u,13.5,gho,6,Ihii nyumba eko na wulalo gho horesha.,ugho,81,Ugho ni w'ukelu.,,,
review,substitution,w/n,3.6,nadima,19,Nadima kusikira lwaka lwa ndege,wadima,68,"Kusakeobua, wadima kukaia moyo.",,,
review,substitution,i/a,9.9,ana,8,Maghi ana ghachika.,ani,79,Kukasighwa ni fumanya na ani.,,,
review,substitution,t/s,4.8,saa,72,Saa muka uko na kifu.,taa,15,Ihii chia yeko na taa ra chienyi.,,,
review,substitution,i/u,5.7,waghenyi,74,Mkulindie na awo waghenyi wenyu mkanye nawo.,waghenyu,13,Waghenyu wadaboilwa andukumweri.,,,
review,substitution,a/e,4.8,saa,72,Saa muka uko na kifu.,sea,15,Sea kidombo aha,,,
review,substitution,a/e,6.2,ghaka,12,"Isanga jakaya na malagho, Vilambo vajoka, Vilongozi wawoka malagho matini matini, njala yakaiya na malagho ghaka ghikurie.",ghake,75,Ndoe yafunya mavalo ghake.,,,
review,substitution,d/r,1.1,deko,41,Deko na bahati kuka na afya ipoiye,reko,46,Tanu mburi reko hao.,,,
review,substitution,l/v,3.0,leka,65,Leka w'iniloghe.,veka,22,Ivi vindo veka na harufu ipoie.,,,
review,substitution,a/i,3.1,ghako,66,Maghesho ghako ni muhimu,ghiko,21,Na nikekotia kwa makongo agha ghiko sana sana ni makongo ghiao,,,
review,substitution,n/d,8.7,dekunda,9,dekunda kughala,nekunda,78,Nekunda kukia.,,,
review,substitution,n/w,6.9,neka,76,Neka kula umweri maghana ghake masanu.,weka,11,Wandu weka na kiwiwi na isi.,,,
review,substitution,p/k,3.1,rake,66,Mbenge rake rachikanya.,rape,21,W'uja Mbaa wa isanga oko na wuhuru ghotumia mali ra isanga seji ni rape?,,,
review,indel,',4.1,w'eke,69,"Na mbogha, w'andu kala w'edojha w'eke kabeji?",weke,17,Yeko ng'ombe ya weke mwaawu kuserefunyireghe.,,,
review,indel,n,1.2,eko,47,Ihii kalamu eko na wino ghupoie.,neko,39,Neko na kutatizika kwa kujifundisha lugha mbishi,,,
review,indel,m,5.1,iri,72,Ola kurighore maza iri.,miri,14,Kila mndu woko na miri na asili yake,,,
review,indel,',2.3,w'ulalo,26,Saghua mafundisho w'ulalo ghwa feza.,wulalo,60,Wulalo ghosikira chughano.,,,
auto,indel,n,27.7,ndee,83,Ghuw'ikilo ni ndee.,ndene,3,Mwanwako ndene akili.,,,
review,substitution,k/m,7.6,koko,76,Kunoneka koko aghadi.,moko,10,W'omi moko na ndighi.,,,
review,substitution,r/z,5.1,iri,72,Ola kurighore maza iri.,izi,14,Kidasi cha mawora ndechitanya na izi.,,,
auto,substitution,m/d,20.5,luda,4,Mndu wa isu wawedikwa ni luda,luma,82,Luma lwa nakesho ukawuka na kulomba.,,,
review,substitution,a/u,1.6,w'aja,53,Paulo na w'aja w'adumi w'azima.,w'uja,33,W'uja Mbaa wa isanga oko na wuhuru ghotumia mali ra isanga seji ni rape?,,,
review,substitution,e/a,9.8,nakunda,8,Nalomba kunidumie aghaje magome gheenda whughangenyi nakunda nifume aha kiramka kana.,nekunda,78,Nekunda kukia.,,,
review,substitution,n/y,9.8,nekunda,78,Nekunda kukia.,yekunda,8,Ihii kazi yekunda kuvumilia.,,,
review,substitution,i/m,8.6,itini,9,Igho itini jakumbagha mburi kula.,mtini,77,Mwana mtini ukalila mbori.,,,
auto,substitution,w/n,11.3,ani,79,Kukasighwa ni fumanya na ani.,awi,7,Midi maghana awi ghademwa ni waisanga kutesea iaghi ja skulu,,,
review,substitution,i/e,1.4,w'eko,50,W'andu w'eko na hachi esaghua.,w'iko,36,Jesu oreboisireghe w'andu w'iko na sima.,,,
review,indel,e,5.1,w'ele,71,"W'ele, ta nani ubonyagha iyo kazi yeandika?",w'elee,14,"W'elee, mkwako nduendietasa ikanisenyi?",,,
auto,indel,e,13.2,aeni,6,Koko aeni aghadi yedu.,ani,79,Kukasighwa ni fumanya na ani.,,,
review,indel,w,2.1,ghaw'o,58,Maw'anu ghaw'o ghikalie.,ghwaw'o,27,W'uw'iw'i ghwaw'o ghose.,,,
review,indel,o,1.7,deka,53,Deka na nafasi imweri tu yeishi,odeka,32,Odeka na w'aruna w'a tee.,,,
auto,substitution,j/m,27.3,luja,3,Luja lose ni lwala,luma,82,Luma lwa nakesho ukawuka na kulomba.,,,
auto,substitution,v/l,27.3,luma,82,Luma lwa nakesho ukawuka na kulomba.,vuma,3,W'andu w'ekufundisha kuboisa vilambo va vuma.,,,
review,substitution,a/o,2.3,mayo,59,Wele mayo waenda hao namulola nikamsowa idime.,moyo,26,Igho jiko moyo na iyo mbari ya wueli.,,,
review,substitution,e/u,5.1,w'eka,71,W'andu w'eka na w'uya mzima mzima.,w'uka,14,W'uka shalu shalu,,,
review,substitution,p/k,2.5,kwako,24,Nido kwako.,kwapo,61,Sikira kuruma kwapo.,,,
review,substitution,a/e,3.5,kuenda,66,Wnake wefwana kuenda skulu,kuende,19,Mao waghora kuende deka wazughwa.,,,
review,substitution,n/r,1.2,neko,39,Neko na kutatizika kwa kujifundisha lugha mbishi,reko,46,Tanu mburi reko hao.,,,
review,substitution,i/a,1.1,aja,40,Neshomea skulu aja____,ija,45,Skulu ija yeaghwa kavui na moda,,,
auto,substitution,o/a,20.2,wako,81,Kunda jirani wako seji kujikunde,woko,4,Kila mndu woko na miri na asili yake,,,
review,substitution,j/r,2.4,jeka,25,Iji igare jeka na injini ibaa.,reka,60,"Ndodo ndazi nderilikumbukwa,ela ramu kwariloda na reka nderiliwikagha.",,,
auto,indel,v,13.0,iw'i,78,Chia iw'i ralemie mbisi.,viw'i,6,Odumbua kitambaa cha naisi eri vikaie viw'i..,,,
auto,indel,u,27.0,ugho,81,Ugho ni w'ukelu.,ughuo,3,Uhu usewadie lufu ndeuze nguwo yake ughuo lufu.,,,
review,substitution,y/j,2.2,jako,26,Ituku jako jike na kupoilwa,yako,58,Tumia muda na familia yako,,,
auto,substitution,w/n,27.0,nako,3,Na uko kukaia moyo niko nako mumbinyi.,wako,81,Kunda jirani wako seji kujikunde,,,
review,substitution,i/e,5.5,w'eka,71,W'andu w'eka na w'uya mzima mzima.,w'ika,13,Kusekecha w'ika mundu wa w'andu,,,
review,substitution,a/u,3.7,ghako,66,Maghesho ghako ni muhimu,ghuko,18,Mufu na mnavu ndo ghuko hata machi nighelola mwanedu.,,,
review,substitution,g/c,2.0,machu,28,Inja machu ghako.,maghu,56,Wana wawecheza mpira ghwa maghu.,,,
review,substitution,e/o,3.7,modenyi,66,Choo diende d'daya machi modenyi.,modonyi,18,Vindo vawelungua modonyi,,,
auto,indel,n,12.8,mgulu,6,Mgulu wabuka mboi,mngulu,77,Naendawa mngulu,,,
review,substitution,l/u,3.6,leka,65,Leka w'iniloghe.,ueka,18,Nadamuobua mlungu ueka.,,,
auto,substitution,k/m,10.9,neka,76,Neka kula umweri maghana ghake masanu.,nema,7,Najokieghe noko lungu nema ngachaseagha noko isi.,,,
review,substitution,k/p,1.8,w'ake,30,W'aw'ibonya malaika w'ake w'iw'uye mbeo.,w'ape,53,Warighita w'akongo w'ape na lukundo lubaa.,,,
review,substitution,d/k,2.6,reda,23,Reda magome ghapo.,reka,60,"Ndodo ndazi nderilikumbukwa,ela ramu kwariloda na reka nderiliwikagha.",,,
review,substitution,a/o,1.0,aw'a,41,Aw'a w'ikuserie w'ichapata maboilo.,aw'o,42,Na aw'o w'inughagha bea ra mumbi ndew'idimagha kumrira Mlungu.,,,
review,substitution,z/s,4.9,isi,69,Isi ni raiya wa dunia ihi,izi,14,Kidasi cha mawora ndechitanya na izi.,,,
auto,substitution,n/w,15.6,nekunda,78,Nekunda kukia.,wekunda,5,Wekunda kukira magome gha mavuda.,,,
auto,indel,i,15.4,mitini,5,Misele mitini mitini yadareda mafanikio mabaa.,mtini,77,Mwana mtini ukalila mbori.,,,
review,indel,u,2.7,mdi,60,Mdi ghwadamanyika kwa matunda gharo.,mudi,22,Matuku ghose mwadeda ngelo rose kavui ya mudi ughu.,,,
review,indel,w,1.1,ghape,42,Kula manake oko na ndodo na malengo ghape.,ghwape,40,Nakotia wupe huwo kwachepata wujumbe ghwape kudumilo ni mundu wako kwa deiliane kwamba ukakuneka ghunivikiyagha kwa wuvui.,,,
review,indel,',5.3,kidaw'ida,69,Na jhingi kwaw'onie Mzungu uichi Kidaw'ida?,kidawida,13,Malaji gha kidawida ghesinga na chai cha rangi,,,
review,indel,',6.5,w'eka,71,W'andu w'eka na w'uya mzima mzima.,weka,11,Wandu weka na kiwiwi na isi.,,,
review,substitution,m/i,4.9,izi,14,Kidasi cha mawora ndechitanya na izi.,mzi,68,Mzi ughu ghoko na skulu nyinyi,,,
review,substitution,y/j,2.3,jape,25,ishati jape jeka ja mkundu,yape,57,Walaghasha ndagha yape,,,
review,substitution,d/k,1.8,wada,53,Da dibonyaa wada.,waka,29,Washomi waka wengi wa mashomo tofauti,,,
review,substitution,v/r,2.7,reka,60,"Ndodo ndazi nderilikumbukwa,ela ramu kwariloda na reka nderiliwikagha.",veka,22,Ivi vindo veka na harufu ipoie.,,,
review,substitution,i/u,1.0,mghenyi,41,Neko na mghenyi.,mghenyu,41,Mghenyu wake ni mkongo,,,
review,substitution,e/o,3.6,ndoe,64,"Iruwa jikatua, ndoe yakaia na rangi ighokie",ndoo,18,Idime ni ituku jipoiye ja iruwa na ndoo kuela kabisa,,,
auto,indel,y,10.6,ghiboie,74,Mrighiti wafunya maghesho ghiboie.,ghiboiye,7,kichuku chadima kureda maghaluso ghiboiye.,,,
review,substitution,r/k,4.4,koka,66,Andenyi ya Nyumba koka na choka,kora,15,Kora modo kudeke,,,
review,substitution,d/k,1.1,kudeda,39,Wa'mbenyi wadapoilwa ni kudeda.,kudeka,42,Kudeka ni sanaa,,,
review,substitution,y/j,1.7,njama,30,Njama iboie idareda marasimio.,nyama,51,Iri nyamandu raweja nyama.,,,
review,substitution,v/n,1.9,nuo,28,Mmangi wa isanga nuo kilongozi mbaa zaidi isangenyi,vuo,53,Matuku ghose nadapoilwa ni kushoma vuo,,,
review,substitution,j/y,1.9,w'aja,53,Paulo na w'aja w'adumi w'azima.,w'aya,28,Orekoghe na w'wana ghodeda ghuseko na w'aya.,,,
review,substitution,o/a,1.1,gheka,42,Agha matunda gheka na madini.,gheko,39,Machi gheko ngarainyi,,,
review,substitution,w/p,1.9,pacha,53,Ngelo yapo ndeikunde kunonwa ni malagho pacha.,wacha,28,Wacha kurashua na kukora mudi ughu.,,,
review,substitution,k/w,4.4,ghako,66,Maghesho ghako ni muhimu,ghawo,15,"Dedimeghe kuwona shimba, chovu, ndigha katika mazingira ghawo",,,
review,substitution,o/e,1.5,chake,48,Kifumbi chake cha nguma.,chako,33,Kuseliwe kuduka kiisanduku chako cha vindo va nadime,,,
review,substitution,e/o,3.0,kwape,20,Kutiririka kwape kwashekeria kifwa chape.,kwapo,61,Sikira kuruma kwapo.,,,
review,substitution,d/w,5.2,dadima,13,Dadima ngera dizere hali ya agho makongo yakundikie wandu wibonye wada?,wadima,68,"Kusakeobua, wadima kukaia moyo.",,,
review,substitution,y/v,2.5,vako,23,Vindo vako vaka tayari,yako,58,Tumia muda na familia yako,,,
review,substitution,a/u,1.9,nao,53,Nao jesu ukawizera wanughi wake.,nuo,28,Mmangi wa isanga nuo kilongozi mbaa zaidi isangenyi,,,
review,indel,',9.0,ng'ombe,72,Yeko ng'ombe ya weke mwaawu kuserefunyireghe.,ngombe,8,Iri ngombe ni ra Mkamburi mae.,,,
auto,indel,e,19.0,eneka,4,Serikali eneka w'andu magome eri w'ibonyeghe biashara raw'o ndinindini,neka,76,Neka kula umweri maghana ghake masanu.,,,
review,substitution,p/b,3.4,mbande,62,Indoko diende shoa mbande noko cha kilembenyi,mpande,18,Dikengiria kwa wupande ghwa hali ya anga seji yabadilika ngera yakaiakaia wada isanga jaghaluka kiasiki kwa ughu mpande?,,,
auto,substitution,e/a,12.3,kushoma,74,Matuku ghose nadapoilwa ni kushoma vuo,kushome,6,Ni suit kushome vuo vako.,,,
auto,substitution,i/a,12.3,ghaboie,6,Machungwa ghaboie sana kwa muw'i.,ghiboie,74,Mrighiti wafunya maghesho ghiboie.,,,
review,substitution,e/o,4.3,chape,15,Kutiririka kwape kwashekeria kifwa chape.,chapo,65,Charo chapo chedeka kilacha na chechokesha,,,
auto,substitution,w/k,19.0,koko,76,Kunoneka koko aghadi.,woko,4,Kila mndu woko na miri na asili yake,,,
review,substitution,b/s,9.0,baa,8,Baa w'awi kuchumba umweri.,saa,72,Saa muka uko na kifu.,,,
review,substitution,i/u,1.9,nio,52,Aho nio dawona yawaumiza wandu zaidi.,nuo,28,Mmangi wa isanga nuo kilongozi mbaa zaidi isangenyi,,,
review,substitution,d/n,1.1,deko,41,Deko na bahati kuka na afya ipoiye,neko,39,Neko na kutatizika kwa kujifundisha lugha mbishi,,,
review,substitution,k/p,1.4,ghwako,46,Kuseobuo kuzoya mradi ghwako,ghwapo,34,Wasi ghwapo ghwanikata.,,,
review,substitution,l/m,1.7,njala,50,Wana wiko na njala.,njama,30,Njama iboie idareda marasimio.,,,
review,indel,',6.2,w'adima,11,W'ashomi na w'alimu w'adima kubonya ichi kibarua,wadima,68,"Kusakeobua, wadima kukaia moyo.",,,
review,indel,k,3.0,aba,59,Ghenda kwa aba kumkotie uche na iseghe.,kaba,20,Diende kaba mpira,,,
review,indel,j,3.2,iboie,60,Iri samaki reko na rangi iboie.,jiboie,19,Ituku jimu jiboie dimkase Mlungu.,,,
auto,indel,m,14.8,kushoa,5,Wafuma kilembenyi kushoa mbande,kushoma,74,Matuku ghose nadapoilwa ni kushoma vuo,,,
review,indel,j,2.2,eka,54,Eka ghadi na ghadi ya bahari.,jeka,25,Iji igare jeka na injini ibaa.,,,
review,substitution,b/w,3.0,aba,59,Ghenda kwa aba kumkotie uche na iseghe.,awa,20,Awa wiwae widima kupata.,,,
review,substitution,k/p,8.9,ikwau,71,Mori Lukombe lwabukie ikwau,ipwau,8,Ngamila ya sichiro ipwau ni wandu wadadu.,,,
review,substitution,o/a,1.6,w'aw'a,49,W'aw'a walale mana?,w'aw'o,30,W'abaa w'aja w'iandikagha w'andu niw'o w'ifwane kuzighana haja ra w'apakazi w'aw'o.,,,
auto,indel,i,12.0,isaa,6,Mka wamuongosha mwana kwa isaa jimweri.,saa,72,Saa muka uko na kifu.,,,
review,indel,w,4.2,choka,63,Lolia m'mbenyu marina gha choka dighimanye.,chokwa,15,Kipulupulu cha chokwa.,,,
review,indel,k,4.6,ndekune,64,Ndekune bahati.,ndeune,14,Omoni ndeune marasimio.,,,
review,substitution,y/j,1.7,jeko,29,Izangajedu jeko na andu kupoiye kwa wutalii,yeko,49,Bahari yeko na mawimbi ghipoiye,,,
review,substitution,r/y,2.7,rape,21,W'uja Mbaa wa isanga oko na wuhuru ghotumia mali ra isanga seji ni rape?,yape,57,Walaghasha ndagha yape,,,
review,substitution,j/d,2.1,deka,53,Deka na nafasi imweri tu yeishi,jeka,25,Iji igare jeka na injini ibaa.,,,
review,substitution,r/j,2.0,jako,26,Ituku jako jike na kupoilwa,rako,52,Kusesighe ndodo rako rifo,,,
review,substitution,j/r,1.6,jimu,30,Ituku jimu jiboie dimkase Mlungu.,rimu,48,Ndoria rimu reoma,,,
review,substitution,a/o,5.5,ghaka,12,"Isanga jakaya na malagho, Vilambo vajoka, Vilongozi wawoka malagho matini matini, njala yakaiya na malagho ghaka ghikurie.",ghako,66,Maghesho ghako ni muhimu,,,
