row,original_text,original_word,corrected_word,source
10153,Oshinda w'uchaguzi.,w'uchaguzi,wuchaguzi,apostrophe_rule
10155,Iro mbari iw'I nderiw'adie w'uhusiano ghuboie.,iw'I,iwi,apostrophe_rule
10155,Iro mbari iw'I nderiw'adie w'uhusiano ghuboie.,nderiw'adie,nderiwadie,apostrophe_rule
10155,Iro mbari iw'I nderiw'adie w'uhusiano ghuboie.,w'uhusiano,wuhusiano,apostrophe_rule
10156,Aho andu kobonywa kiw'acha cha maza ra mizango.,kiw'acha,kiwacha,apostrophe_rule
10158,W'ibonyanyagha kazi sena.,W'ibonyanyagha,Wibonyanyagha,apostrophe_rule
10159,Omoni nio uko na w'ongo nandighi kilasinyi kodu.,w'ongo,wongo,apostrophe_rule
10160,W'akulima w'anekelo w'uya seji w'idimagha kuchuria mapato.,W'akulima,Wakulima,apostrophe_rule
10160,W'akulima w'anekelo w'uya seji w'idimagha kuchuria mapato.,w'anekelo,wanekelo,apostrophe_rule
10160,W'akulima w'anekelo w'uya seji w'idimagha kuchuria mapato.,w'uya,wuya,apostrophe_rule
10160,W'akulima w'anekelo w'uya seji w'idimagha kuchuria mapato.,w'idimagha,widimagha,apostrophe_rule
10161,Ijo ighesho jeredwa ni w'ashomi.,w'ashomi,washomi,apostrophe_rule
10163,Ituku ja ipwanyiko jamerie kughorwa.,ja,jha,confirmed_correction
10164,W'andu w'ose w'eko w'arumirie kupwana.,W'andu,Wandu,apostrophe_rule
10164,W'andu w'ose w'eko w'arumirie kupwana.,w'ose,wose,apostrophe_rule
10164,W'andu w'ose w'eko w'arumirie kupwana.,w'eko,weko,apostrophe_rule
10164,W'andu w'ose w'eko w'arumirie kupwana.,w'arumirie,warumirie,apostrophe_rule
10165,W'ana w'amu ndew'iw'adie w'uing'oni.,W'ana,Wana,apostrophe_rule
10165,W'ana w'amu ndew'iw'adie w'uing'oni.,w'amu,wamu,apostrophe_rule
10165,W'ana w'amu ndew'iw'adie w'uing'oni.,ndew'iw'adie,ndewiwadie,apostrophe_rule
10165,W'ana w'amu ndew'iw'adie w'uing'oni.,w'uing'oni,wuing'oni,apostrophe_rule
10166,W'alipwa magome matineri.,W'alipwa,Walipwa,apostrophe_rule
10167,Aw'a w'andu ndew'irumiriane seji w'aelesherwa aja w'ughangenyi.,Aw'a,Awa,apostrophe_rule
10167,Aw'a w'andu ndew'irumiriane seji w'aelesherwa aja w'ughangenyi.,w'andu,wandu,apostrophe_rule
10167,Aw'a w'andu ndew'irumiriane seji w'aelesherwa aja w'ughangenyi.,ndew'irumiriane,ndewirumiriane,apostrophe_rule
10167,Aw'a w'andu ndew'irumiriane seji w'aelesherwa aja w'ughangenyi.,w'aelesherwa,waelesherwa,apostrophe_rule
10167,Aw'a w'andu ndew'irumiriane seji w'aelesherwa aja w'ughangenyi.,w'ughangenyi,wughangenyi,apostrophe_rule
10168,Kampuni egua kiria kiw'ishi.,kiw'ishi,kiwishi,apostrophe_rule
10171,Ndoudimagha kughiria w'abunge kupwana.,w'abunge,wabunge,apostrophe_rule
10172,Ghoko w'ulindiri ghwa ndighi bungenyi.,w'ulindiri,wulindiri,apostrophe_rule
10173,W'edwa ngelo ndacha nandighi kubonya w'utanyi.,W'edwa,Wedwa,apostrophe_rule
10173,W'edwa ngelo ndacha nandighi kubonya w'utanyi.,w'utanyi,wutanyi,apostrophe_rule
10174,Aw'o w'aw'I w'elemwa ni kusikirana.,Aw'o,Awo,apostrophe_rule
10174,Aw'o w'aw'I w'elemwa ni kusikirana.,w'aw'I,wawi,apostrophe_rule
10174,Aw'o w'aw'I w'elemwa ni kusikirana.,w'elemwa,welemwa,apostrophe_rule
10176,Maza ra kila ituku reendelia risene kusow'ekelwa anduangi.,kusow'ekelwa,kusowekelwa,apostrophe_rule
10178,Mndu oandika habari onughia agho malagho.,Mndu,Mundu,confirmed_correction
10179,W'aja w'imuungie mkonu ndew'imanyikie w'arumiriane w'ada.,W'aja,Waja,apostrophe_rule
10179,W'aja w'imuungie mkonu ndew'imanyikie w'arumiriane w'ada.,w'imuungie,wimuungie,apostrophe_rule
10179,W'aja w'imuungie mkonu ndew'imanyikie w'arumiriane w'ada.,ndew'imanyikie,ndewimanyikie,apostrophe_rule
10179,W'aja w'imuungie mkonu ndew'imanyikie w'arumiriane w'ada.,w'arumiriane,warumiriane,apostrophe_rule
10179,W'aja w'imuungie mkonu ndew'imanyikie w'arumiriane w'ada.,w'ada,wada,apostrophe_rule
10180,Waw'iapinga ijo ighesho.,Waw'iapinga,Wawiapinga,apostrophe_rule
10182,W'andu ndew'italagha kuzama kwa mabonyo ghaw'o.,W'andu,Wandu,apostrophe_rule
10182,W'andu ndew'italagha kuzama kwa mabonyo ghaw'o.,ndew'italagha,ndewitalagha,apostrophe_rule
10182,W'andu ndew'italagha kuzama kwa mabonyo ghaw'o.,ghaw'o,ghawo,apostrophe_rule
10183,"W'elee, nikii chishekeriagha mabonyo agho?",W'elee,Welee,apostrophe_rule
10184,Daw'iaagha kiw'acha kiw'ishi.,Daw'iaagha,Dawiaagha,apostrophe_rule
10184,Daw'iaagha kiw'acha kiw'ishi.,kiw'acha,kiwacha,apostrophe_rule
10184,Daw'iaagha kiw'acha kiw'ishi.,kiw'ishi,kiwishi,apostrophe_rule
10185,Mndu uoose oko na w'uhuru ghwa aho andu.,Mndu,Mundu,confirmed_correction
10185,Mndu uoose oko na w'uhuru ghwa aho andu.,w'uhuru,wuhuru,apostrophe_rule
10186,W'evika aho ngelo imweri.,W'evika,Wevika,apostrophe_rule
10187,Ijo ilagho jameria kuboiswa ni w'abaa w'aro.,w'abaa,wabaa,apostrophe_rule
10187,Ijo ilagho jameria kuboiswa ni w'abaa w'aro.,w'aro,waro,apostrophe_rule
10188,Ijo ibonyo jaboisa w'asi ghosow'ekelwa nim machi.,w'asi,wasi,apostrophe_rule
10188,Ijo ibonyo jaboisa w'asi ghosow'ekelwa nim machi.,ghosow'ekelwa,ghosowekelwa,apostrophe_rule
10191,W'andu w'aenda ikanisenyim kulomba.,W'andu,Wandu,apostrophe_rule
10191,W'andu w'aenda ikanisenyim kulomba.,w'aenda,waenda,apostrophe_rule
10193,Aha andu kwafwananishwa na mzi m'baa.,m'baa,mbaa,apostrophe_rule
10194,Aho andu kwaw'iaendelia shwaw'ori nandighi.,kwaw'iaendelia,kwawiaendelia,apostrophe_rule
10194,Aho andu kwaw'iaendelia shwaw'ori nandighi.,shwaw'ori,shwawori,apostrophe_rule
10195,W'andu w'adadu w'ebwaghwa ituku jimweri.,W'andu,Wandu,apostrophe_rule
10195,W'andu w'adadu w'ebwaghwa ituku jimweri.,w'adadu,wadadu,apostrophe_rule
10195,W'andu w'adadu w'ebwaghwa ituku jimweri.,w'ebwaghwa,webwaghwa,apostrophe_rule
10196,W'ekunda w'iw'usire chija w'engi w'isighie.,W'ekunda,Wekunda,apostrophe_rule
10196,W'ekunda w'iw'usire chija w'engi w'isighie.,w'iw'usire,wiwusire,apostrophe_rule
10196,W'ekunda w'iw'usire chija w'engi w'isighie.,w'engi,wengi,apostrophe_rule
10196,W'ekunda w'iw'usire chija w'engi w'isighie.,w'isighie,wisighie,apostrophe_rule
10197,W'aandikie barua kwa kilongozi wa timu.,W'aandikie,Waandikie,apostrophe_rule
10198,W'ulindiri ghukaiaa ghubirie.,W'ulindiri,Wulindiri,apostrophe_rule
10200,W'ew'ona w'iluye hachi raw'o.,W'ew'ona,Wewona,apostrophe_rule
10200,W'ew'ona w'iluye hachi raw'o.,w'iluye,wiluye,apostrophe_rule
10200,W'ew'ona w'iluye hachi raw'o.,raw'o,rawo,apostrophe_rule
10201,W'aisilamu w'izoyagha mori ghwaw'o ghwa Ramadhani juma ichaa.,W'aisilamu,Waisilamu,apostrophe_rule
10201,W'aisilamu w'izoyagha mori ghwaw'o ghwa Ramadhani juma ichaa.,w'izoyagha,wizoyagha,apostrophe_rule
10201,W'aisilamu w'izoyagha mori ghwaw'o ghwa Ramadhani juma ichaa.,ghwaw'o,ghwawo,apostrophe_rule
10202,Dikaiagha na maw'onyero gha marwai kesho.,maw'onyero,mawonyero,apostrophe_rule
10204,W'aasi w'abwaghie w'andu w'engi.,W'aasi,Waasi,apostrophe_rule
10204,W'aasi w'abwaghie w'andu w'engi.,w'abwaghie,wabwaghie,apostrophe_rule
10204,W'aasi w'abwaghie w'andu w'engi.,w'andu,wandu,apostrophe_rule
10204,W'aasi w'abwaghie w'andu w'engi.,w'engi,wengi,apostrophe_rule
10206,W'ana w'a skulu w'amu w'abonywa malagho ghizamie.,W'ana,Wana,apostrophe_rule
10206,W'ana w'a skulu w'amu w'abonywa malagho ghizamie.,w'a,wa,apostrophe_rule
10206,W'ana w'a skulu w'amu w'abonywa malagho ghizamie.,w'amu,wamu,apostrophe_rule
10206,W'ana w'a skulu w'amu w'abonywa malagho ghizamie.,w'abonywa,wabonywa,apostrophe_rule
10207,W'andu w'amu w'atumia bunduki kwa malagho gha w'uhalifu.,W'andu,Wandu,apostrophe_rule
10207,W'andu w'amu w'atumia bunduki kwa malagho gha w'uhalifu.,w'amu,wamu,apostrophe_rule
10207,W'andu w'amu w'atumia bunduki kwa malagho gha w'uhalifu.,w'atumia,watumia,apostrophe_rule
10207,W'andu w'amu w'atumia bunduki kwa malagho gha w'uhalifu.,w'uhalifu,wuhalifu,apostrophe_rule
10208,Polisi w'echasaka nyumba yapo.,w'echasaka,wechasaka,apostrophe_rule
10209,Ozerwa ueleze nicha mali riiw'ilo.,riiw'ilo,riiwilo,apostrophe_rule
10210,Bado msako ghwa bunduki ilagharie ghwaw'iaendelia.,ghwaw'iaendelia,ghwawiaendelia,apostrophe_rule
10211,W'akuilima w'enekwa mbeu richurilo kuboiswa eri richurie mapato.,W'akuilima,Wakuilima,apostrophe_rule
10211,W'akuilima w'enekwa mbeu richurilo kuboiswa eri richurie mapato.,w'enekwa,wenekwa,apostrophe_rule
10213,Vua nyingi yanona miw'alwa.,miw'alwa,miwalwa,apostrophe_rule
10214,Mapato gha w'akulima ghapungue ichi kimu.,w'akulima,wakulima,apostrophe_rule
10216,Nyamandu rifue radima kukkaia na w'adudu w'a makongo ghidima kw'ada w'adamu.,w'adudu,wadudu,apostrophe_rule
10216,Nyamandu rifue radima kukkaia na w'adudu w'a makongo ghidima kw'ada w'adamu.,w'a,wa,apostrophe_rule
10216,Nyamandu rifue radima kukkaia na w'adudu w'a makongo ghidima kw'ada w'adamu.,kw'ada,kwada,apostrophe_rule
10216,Nyamandu rifue radima kukkaia na w'adudu w'a makongo ghidima kw'ada w'adamu.,w'adamu,wadamu,apostrophe_rule
10217,Uja mka orekoghe na lwafuo nandighi.,Uja,Ujha,confirmed_correction
10220,Opata w'utesia ghoenda skulu eshomia w'urighiti.,w'utesia,wutesia,apostrophe_rule
10220,Opata w'utesia ghoenda skulu eshomia w'urighiti.,w'urighiti,wurighiti,apostrophe_rule
10222,Iyo kampuni eka na ofisi kila andu w'urumwengunyi.,w'urumwengunyi,wurumwengunyi,apostrophe_rule
10223,W'izoyagha mafundisho juma ichaa.,W'izoyagha,Wizoyagha,apostrophe_rule
10224,W'ana w'a skulu w'enekwa mtihani ghodeda na ghoandika.,W'ana,Wana,apostrophe_rule
10224,W'ana w'a skulu w'enekwa mtihani ghodeda na ghoandika.,w'a,wa,apostrophe_rule
10224,W'ana w'a skulu w'enekwa mtihani ghodeda na ghoandika.,w'enekwa,wenekwa,apostrophe_rule
10225,Dapata malagho maw'ishi kufuma icho kifumbu.,maw'ishi,mawishi,apostrophe_rule
10226,Uo kilongozi olaghaya w'oruw'u kimashiniko.,w'oruw'u,woruwu,apostrophe_rule
10227,Ow'adwa mateka ni w'andu w'isemanyikagha.,Ow'adwa,Owadwa,apostrophe_rule
10227,Ow'adwa mateka ni w'andu w'isemanyikagha.,w'andu,wandu,apostrophe_rule
10227,Ow'adwa mateka ni w'andu w'isemanyikagha.,w'isemanyikagha,wisemanyikagha,apostrophe_rule
10228,Mkape om'bona mramko kasanu kwa indo ja mwisho.,om'bona,ombona,apostrophe_rule
10228,Mkape om'bona mramko kasanu kwa indo ja mwisho.,ja,jha,confirmed_correction
10231,W'andu w'iw'agha maghuwa w'apatagha w'asi ghwaenga nandighi.,W'andu,Wandu,apostrophe_rule
10231,W'andu w'iw'agha maghuwa w'apatagha w'asi ghwaenga nandighi.,w'iw'agha,wiwagha,apostrophe_rule
10231,W'andu w'iw'agha maghuwa w'apatagha w'asi ghwaenga nandighi.,w'apatagha,wapatagha,apostrophe_rule
10231,W'andu w'iw'agha maghuwa w'apatagha w'asi ghwaenga nandighi.,w'asi,wasi,apostrophe_rule
10232,Maisha ghape ghaw'iaendelia nicha.,ghaw'iaendelia,ghawiaendelia,apostrophe_rule
10234,Omoni ni mndu oshoma habari.,mndu,mundu,confirmed_correction
10236,W'andu ndew'itesekie kwa ugho mradi.,W'andu,Wandu,apostrophe_rule
10236,W'andu ndew'itesekie kwa ugho mradi.,ndew'itesekie,ndewitesekie,apostrophe_rule
10237,Dasikitishwa nandighi ni kazi w'iibonyere.,w'iibonyere,wiibonyere,apostrophe_rule
10238,Bengi iyo yafunya mikopo ya zoghori ra shwaw'ori.,shwaw'ori,shwawori,apostrophe_rule
10239,Kulima maghuw'a kwakunda ndoe mbaa.,maghuw'a,maghuwa,apostrophe_rule
10240,W'elee nizoyagha w'ada kuandika chuo cha sarakasi?,W'elee,Welee,apostrophe_rule
10240,W'elee nizoyagha w'ada kuandika chuo cha sarakasi?,w'ada,wada,apostrophe_rule
10241,Nashinika kwaki niw'ingilo mzi.,niw'ingilo,niwingilo,apostrophe_rule
10243,Hospitali iyo eshitakilwa kwa w'undu ghotesa w'aka w'iko na misigo.,w'undu,wundu,apostrophe_rule
10243,Hospitali iyo eshitakilwa kwa w'undu ghotesa w'aka w'iko na misigo.,w'aka,waka,apostrophe_rule
10243,Hospitali iyo eshitakilwa kwa w'undu ghotesa w'aka w'iko na misigo.,w'iko,wiko,apostrophe_rule
10244,Vifwa va w'aka w'iko na misigo vachurukie agha matuku.,w'aka,waka,apostrophe_rule
10244,Vifwa va w'aka w'iko na misigo vachurukie agha matuku.,w'iko,wiko,apostrophe_rule
10246,W'andu w'engi w'ekiria kutini baada ya ishua jaw'o kuzama.,W'andu,Wandu,apostrophe_rule
10246,W'andu w'engi w'ekiria kutini baada ya ishua jaw'o kuzama.,w'engi,wengi,apostrophe_rule
10246,W'andu w'engi w'ekiria kutini baada ya ishua jaw'o kuzama.,w'ekiria,wekiria,apostrophe_rule
10246,W'andu w'engi w'ekiria kutini baada ya ishua jaw'o kuzama.,jaw'o,jawo,apostrophe_rule
10247,Oshinika kuw'ona mruna ukidukwa ni machi mpaka ukaneng'ena ndiw'enyi.,kuw'ona,kuwona,apostrophe_rule
10247,Oshinika kuw'ona mruna ukidukwa ni machi mpaka ukaneng'ena ndiw'enyi.,ndiw'enyi,ndiwenyi,apostrophe_rule
10248,Kilongozi uo oshitakilwa kwa kuiw'a ndoe.,kuiw'a,kuiwa,apostrophe_rule
10249,Oko na w'ujuzi mungi nandighi.,w'ujuzi,wujuzi,apostrophe_rule
10250,Hospitali yaandikie w'arighiti w'aw'ishi.,w'arighiti,warighiti,apostrophe_rule
10250,Hospitali yaandikie w'arighiti w'aw'ishi.,w'aw'ishi,wawishi,apostrophe_rule
10252,Oko na mbuw'a mbaa.,mbuw'a,mbuwa,apostrophe_rule
10253,W'arighiti aw'o w'ifumie noko kimonu wefunya w'utesia duhu.,W'arighiti,Warighiti,apostrophe_rule
10253,W'arighiti aw'o w'ifumie noko kimonu wefunya w'utesia duhu.,aw'o,awo,apostrophe_rule
10253,W'arighiti aw'o w'ifumie noko kimonu wefunya w'utesia duhu.,w'ifumie,wifumie,apostrophe_rule
10253,W'arighiti aw'o w'ifumie noko kimonu wefunya w'utesia duhu.,w'utesia,wutesia,apostrophe_rule
10255,Polisi w'ibonyagha w'uchunguzi ghwaw'o kwa iyo kesi.,w'ibonyagha,wibonyagha,apostrophe_rule
10255,Polisi w'ibonyagha w'uchunguzi ghwaw'o kwa iyo kesi.,w'uchunguzi,wuchunguzi,apostrophe_rule
10255,Polisi w'ibonyagha w'uchunguzi ghwaw'o kwa iyo kesi.,ghwaw'o,ghwawo,apostrophe_rule
10257,W'avi w'engi ndew'iw'adie magome gheguya w'ai w'aw'o vifaa vetumia ngelo ra meri.,W'avi,Wavi,apostrophe_rule
10257,W'avi w'engi ndew'iw'adie magome gheguya w'ai w'aw'o vifaa vetumia ngelo ra meri.,w'engi,wengi,apostrophe_rule
10257,W'avi w'engi ndew'iw'adie magome gheguya w'ai w'aw'o vifaa vetumia ngelo ra meri.,ndew'iw'adie,ndewiwadie,apostrophe_rule
10257,W'avi w'engi ndew'iw'adie magome gheguya w'ai w'aw'o vifaa vetumia ngelo ra meri.,w'ai,wai,apostrophe_rule
10257,W'avi w'engi ndew'iw'adie magome gheguya w'ai w'aw'o vifaa vetumia ngelo ra meri.,w'aw'o,wawo,apostrophe_rule
10258,M'wika magome gha skulu ndouw'ikie sehemu rose ra bajeti.,M'wika,Mwika,apostrophe_rule
10258,M'wika magome gha skulu ndouw'ikie sehemu rose ra bajeti.,ndouw'ikie,ndouwikie,apostrophe_rule
10259,Omoni nio mndu odu oandika habari.,mndu,mundu,confirmed_correction
10261,M'baa wa ihi sehemu ya daw'ida obwaghwa ni izungu ja w'aasi.,M'baa,Mbaa,apostrophe_rule
10261,M'baa wa ihi sehemu ya daw'ida obwaghwa ni izungu ja w'aasi.,daw'ida,dawida,apostrophe_rule
10261,M'baa wa ihi sehemu ya daw'ida obwaghwa ni izungu ja w'aasi.,ja,jha,confirmed_correction
10261,M'baa wa ihi sehemu ya daw'ida obwaghwa ni izungu ja w'aasi.,w'aasi,waasi,apostrophe_rule
10262,Kilongozi waw'o ow'adwa na ukangirwa kifungonyi.,waw'o,wawo,apostrophe_rule
10262,Kilongozi waw'o ow'adwa na ukangirwa kifungonyi.,ow'adwa,owadwa,apostrophe_rule
10263,Ijo isanga jeshambulilwa ni vikundi vaenga va w'aasi.,w'aasi,waasi,apostrophe_rule
10264,Mghosi wa lughongo ow'onekana na makosa kotinyi.,ow'onekana,owonekana,apostrophe_rule
10266,Ni mndu urumaghiagha nandighi.,mndu,mundu,confirmed_correction
10267,W'andu w'a ijeshi w'akufunya nandighi kwa w'ulindiri ghodu.,W'andu,Wandu,apostrophe_rule
10267,W'andu w'a ijeshi w'akufunya nandighi kwa w'ulindiri ghodu.,w'a,wa,apostrophe_rule
10267,W'andu w'a ijeshi w'akufunya nandighi kwa w'ulindiri ghodu.,w'akufunya,wakufunya,apostrophe_rule
10267,W'andu w'a ijeshi w'akufunya nandighi kwa w'ulindiri ghodu.,w'ulindiri,wulindiri,apostrophe_rule
10272,W'aw'iatala w'andu w'ikaiagha aha.,W'aw'iatala,Wawiatala,apostrophe_rule
10272,W'aw'iatala w'andu w'ikaiagha aha.,w'andu,wandu,apostrophe_rule
10272,W'aw'iatala w'andu w'ikaiagha aha.,w'ikaiagha,wikaiagha,apostrophe_rule
10273,Fuw'e nyingi ra mighondinyi rakaia kilembenyi icho cha isanga.,Fuw'e,Fuwe,apostrophe_rule
10274,W'ubwaghi ghodiw'a nyamandu ghughirilo.,W'ubwaghi,Wubwaghi,apostrophe_rule
10274,W'ubwaghi ghodiw'a nyamandu ghughirilo.,ghodiw'a,ghodiwa,apostrophe_rule
10275,W'aja w'ikiagha w'uda w'akaia na kuw'aw'a.,W'aja,Waja,apostrophe_rule
10275,W'aja w'ikiagha w'uda w'akaia na kuw'aw'a.,w'ikiagha,wikiagha,apostrophe_rule
10275,W'aja w'ikiagha w'uda w'akaia na kuw'aw'a.,w'uda,wuda,apostrophe_rule
10275,W'aja w'ikiagha w'uda w'akaia na kuw'aw'a.,w'akaia,wakaia,apostrophe_rule
10275,W'aja w'ikiagha w'uda w'akaia na kuw'aw'a.,kuw'aw'a,kuwawa,apostrophe_rule
10278,Nakaie isanga ja kighenyi kwa miaka ikumi.,ja,jha,confirmed_correction
10279,Omoni ni mndu umanyikie kwa iyo mizi.,mndu,mundu,confirmed_correction
10282,W'alimu w'ekotia w'ichurilo mishara.,W'alimu,Walimu,apostrophe_rule
10282,W'alimu w'ekotia w'ichurilo mishara.,w'ekotia,wekotia,apostrophe_rule
10282,W'alimu w'ekotia w'ichurilo mishara.,w'ichurilo,wichurilo,apostrophe_rule
10283,Isanga jedu jeko na w'ulindiri ghwa hali ya ighu.,w'ulindiri,wulindiri,apostrophe_rule
10285,W'ele w'asi ghwa kupanga w'uzazi ni kii?,W'ele,Wele,apostrophe_rule
10285,W'ele w'asi ghwa kupanga w'uzazi ni kii?,w'asi,wasi,apostrophe_rule
10285,W'ele w'asi ghwa kupanga w'uzazi ni kii?,w'uzazi,wuzazi,apostrophe_rule
10288,Kulemwa ni kusikirana aja mbuw'enyi koreda kibunguru.,mbuw'enyi,mbuwenyi,apostrophe_rule
10292,Andu kwaw'o kwakaia anyaa isangenyi.,kwaw'o,kwawo,apostrophe_rule
10293,Daw'iazighana habari.,Daw'iazighana,Dawiazighana,apostrophe_rule
10299,W'aja w'ikumbie magome kwa iyo zoghori w'apatire faida mbaa.,W'aja,Waja,apostrophe_rule
10299,W'aja w'ikumbie magome kwa iyo zoghori w'apatire faida mbaa.,w'ikumbie,wikumbie,apostrophe_rule
10299,W'aja w'ikumbie magome kwa iyo zoghori w'apatire faida mbaa.,w'apatire,wapatire,apostrophe_rule
10300,W'adinonia irina.,W'adinonia,Wadinonia,apostrophe_rule
10301,W'ele iyo kampuni yaw'iaendesha shughuli raw'o w'ada?,W'ele,Wele,apostrophe_rule
10301,W'ele iyo kampuni yaw'iaendesha shughuli raw'o w'ada?,yaw'iaendesha,yawiaendesha,apostrophe_rule
10301,W'ele iyo kampuni yaw'iaendesha shughuli raw'o w'ada?,raw'o,rawo,apostrophe_rule
10301,W'ele iyo kampuni yaw'iaendesha shughuli raw'o w'ada?,w'ada,wada,apostrophe_rule
10302,Dehamisha ofisi redu kwa iaghi iw'ishi.,iw'ishi,iwishi,apostrophe_rule
10304,Labu yalindilwa ni w'alindiri w'aw'i.,w'alindiri,walindiri,apostrophe_rule
10304,Labu yalindilwa ni w'alindiri w'aw'i.,w'aw'i,wawi,apostrophe_rule
10307,W'ekunda umerie miaka yape kazinyi na sere.,W'ekunda,Wekunda,apostrophe_rule
10309,Siw'adie akaunti ya bengi.,Siw'adie,Siwadie,apostrophe_rule
10310,Daw'iazighana habari ra luma lwa penyu.,Daw'iazighana,Dawiazighana,apostrophe_rule
10314,W'adederie w'uing'oni ghwaw'o mando aw'i.,W'adederie,Wadederie,apostrophe_rule
10314,W'adederie w'uing'oni ghwaw'o mando aw'i.,w'uing'oni,wuing'oni,apostrophe_rule
10314,W'adederie w'uing'oni ghwaw'o mando aw'i.,ghwaw'o,ghwawo,apostrophe_rule
10314,W'adederie w'uing'oni ghwaw'o mando aw'i.,aw'i,awi,apostrophe_rule
10317,W'andu w'amu w'ekodesha nyumba ndew'ikunde kulipa kodi.,W'andu,Wandu,apostrophe_rule
10317,W'andu w'amu w'ekodesha nyumba ndew'ikunde kulipa kodi.,w'amu,wamu,apostrophe_rule
10317,W'andu w'amu w'ekodesha nyumba ndew'ikunde kulipa kodi.,w'ekodesha,wekodesha,apostrophe_rule
10317,W'andu w'amu w'ekodesha nyumba ndew'ikunde kulipa kodi.,ndew'ikunde,ndewikunde,apostrophe_rule
10319,W'andu w'engi w'ebwaghwa w'udenyi.,W'andu,Wandu,apostrophe_rule
10319,W'andu w'engi w'ebwaghwa w'udenyi.,w'engi,wengi,apostrophe_rule
10319,W'andu w'engi w'ebwaghwa w'udenyi.,w'ebwaghwa,webwaghwa,apostrophe_rule
10319,W'andu w'engi w'ebwaghwa w'udenyi.,w'udenyi,wudenyi,apostrophe_rule
10320,W'ekunda w'ikumbe magome kwa zoghori yapo.,W'ekunda,Wekunda,apostrophe_rule
10320,W'ekunda w'ikumbe magome kwa zoghori yapo.,w'ikumbe,wikumbe,apostrophe_rule
10322,Omoni ni mndu otangaza habari.,mndu,mundu,confirmed_correction
10323,W'aka na w'omi w'efwana w'ikaie karakara.,W'aka,Waka,apostrophe_rule
10323,W'aka na w'omi w'efwana w'ikaie karakara.,w'omi,womi,apostrophe_rule
10323,W'aka na w'omi w'efwana w'ikaie karakara.,w'efwana,wefwana,apostrophe_rule
10323,W'aka na w'omi w'efwana w'ikaie karakara.,w'ikaie,wikaie,apostrophe_rule
10324,Kulipuka kwa w'ukongo ghwa kipindupindu ni kwa w'undu ghonywa machi ghilue.,w'ukongo,wukongo,apostrophe_rule
10324,Kulipuka kwa w'ukongo ghwa kipindupindu ni kwa w'undu ghonywa machi ghilue.,w'undu,wundu,apostrophe_rule
10325,W'ana mrongo iw'i w'ifumie andu kwa w'ukiwa w'ebwaghwa ni kipindupindu.,W'ana,Wana,apostrophe_rule
10325,W'ana mrongo iw'i w'ifumie andu kwa w'ukiwa w'ebwaghwa ni kipindupindu.,iw'i,iwi,apostrophe_rule
10325,W'ana mrongo iw'i w'ifumie andu kwa w'ukiwa w'ebwaghwa ni kipindupindu.,w'ifumie,wifumie,apostrophe_rule
10325,W'ana mrongo iw'i w'ifumie andu kwa w'ukiwa w'ebwaghwa ni kipindupindu.,w'ukiwa,wukiwa,apostrophe_rule
10325,W'ana mrongo iw'i w'ifumie andu kwa w'ukiwa w'ebwaghwa ni kipindupindu.,w'ebwaghwa,webwaghwa,apostrophe_rule
10326,Kwatumie agho magome ghose w'ada?,w'ada,wada,apostrophe_rule
10327,Deko na w'o'wa kuhusu ghaja dighisikire.,w'o'wa,wowa,apostrophe_rule
10330,W'andu w'aw'I w'agheshero kuhusika na w'uhalifu.,W'andu,Wandu,apostrophe_rule
10330,W'andu w'aw'I w'agheshero kuhusika na w'uhalifu.,w'aw'I,wawi,apostrophe_rule
10330,W'andu w'aw'I w'agheshero kuhusika na w'uhalifu.,w'agheshero,wagheshero,apostrophe_rule
10330,W'andu w'aw'I w'agheshero kuhusika na w'uhalifu.,w'uhalifu,wuhalifu,apostrophe_rule
10331,Orepata iyo ndoe kufuma kwa w'aw'ae wa w'omi usaghie.,w'aw'ae,wawae,apostrophe_rule
10331,Orepata iyo ndoe kufuma kwa w'aw'ae wa w'omi usaghie.,w'omi,womi,apostrophe_rule
10334,W'andu w'aw'iateswa..,W'andu,Wandu,apostrophe_rule
10334,W'andu w'aw'iateswa..,w'aw'iateswa,wawiateswa,apostrophe_rule
10335,W'uja kazi ya ijeshi isangenyi ni kii?,W'uja,Wuja,apostrophe_rule
10336,Walegha kuinjika mbuw'enyi.,mbuw'enyi,mbuwenyi,apostrophe_rule
10338,W'adu w'eko tayari kubonya ijojose.,W'adu,Wadu,apostrophe_rule
10338,W'adu w'eko tayari kubonya ijojose.,w'eko,weko,apostrophe_rule
10339,Icho kikundi chekunda chifundishe w'adaw'ana na w'ai.,w'adaw'ana,wadawana,apostrophe_rule
10339,Icho kikundi chekunda chifundishe w'adaw'ana na w'ai.,w'ai,wai,apostrophe_rule
10340,Kilongozi wa icho kikundi waw'anga mkutano.,waw'anga,wawanga,apostrophe_rule
10342,Ndekune w'ubinana isangenyi ihi ngelo.,w'ubinana,wubinana,apostrophe_rule
10343,W'andu w'anywa kahawa mando matineri.,W'andu,Wandu,apostrophe_rule
10343,W'andu w'anywa kahawa mando matineri.,w'anywa,wanywa,apostrophe_rule
10344,W'akulima w'engi ndew'itumiagha mazwagha ghaw'o w'eni.,W'akulima,Wakulima,apostrophe_rule
10344,W'akulima w'engi ndew'itumiagha mazwagha ghaw'o w'eni.,w'engi,wengi,apostrophe_rule
